id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
5560,Madrid,Funchal,Funchal,,47,Nao,Porão,Entregue,Normal,Atrasado,3473
5561,Sydney,Funchal,Funchal,Nova Iorque,28,Nao,Porão,Entregue,Frágil,Atrasado,8024
5562,Nova Iorque,Tóquio,Rio de Janeiro,Rio de Janeiro,41,Nao,Porão,Entregue,Normal,Cancelado,5975
5563,Tóquio,London,London,Funchal,48,Nao,Cabine,Entregue,Normal,Normal,5285
5564,Dubai,Lisboa,Lisboa,,19,Nao,Cabine,Entregue,Frágil,Normal,4170
5565,Paris,London,London,Sydney,44,Nao,Porão,Entregue,Normal,Atrasado,1013
5566,Rio de Janeiro,Lisboa,Sydney,Sydney,15,Sim,Porão,Em trânsito,Frágil,Normal,3598
5567,Madrid,Bangkok,Bangkok,Tóquio;Lisboa,11,Nao,Porão,Entregue,Valiosa,Normal,5422
5568,Porto,Dubai,Los Angeles,,152,Sim,Porão,Perdida,Frágil,Atrasado,6868
5569,Porto,Nova Iorque,Nova Iorque,,54,Nao,Cabine,Entregue,Normal,Cancelado,5924
5570,Funchal,Tóquio,Tóquio,Sydney;Porto,39,Nao,Porão,Entregue,Normal,Atrasado,5766
5571,Dubai,Los Angeles,Los Angeles,Madrid;Barcelona;Porto,35,Nao,Cabine,Entregue,Normal,Normal,989
5572,Rio de Janeiro,São Paulo,São Paulo,London;Lisboa,33,Nao,Cabine,Entregue,Normal,Cancelado,9986
5573,Sydney,São Paulo,São Paulo,,21,Nao,Porão,Entregue,Normal,Normal,263
5574,Sydney,Los Angeles,Rio de Janeiro,Rio de Janeiro,30,Nao,Porão,Entregue,Normal,Cancelado,595
5575,Funchal,Roma,Roma,Los Angeles,23,Nao,Porão,Entregue,Normal,Normal,6433
5576,Funchal,Roma,Bangkok,Paris,133,Sim,Porão,Perdida,Normal,Atrasado,3036
5577,Dubai,Bangkok,Rio de Janeiro,São Paulo;Funchal;Rio de Janeiro,18,Sim,Porão,Em trânsito,Normal,Normal,2716
5578,London,São Paulo,Rio de Janeiro,,140,Sim,Porão,Perdida,Valiosa,Normal,748
5579,Madrid,Lisboa,Sydney,Barcelona;Sydney,10,Sim,Porão,Em trânsito,Frágil,Normal,4530
5580,Funchal,Barcelona,Dubai,Madrid;São Paulo;London,173,Sim,Porão,Perdida,Normal,Atrasado,2387
5581,Tóquio,Funchal,London,,161,Sim,Porão,Perdida,Normal,Normal,5313
5582,Rio de Janeiro,São Paulo,Barcelona,Barcelona;Los Angeles,49,Nao,Cabine,Entregue,Normal,Cancelado,2670
5583,Sydney,Nova Iorque,Paris,London;Lisboa;Paris,16,Sim,Porão,Em trânsito,Normal,Atrasado,4260
5584,Madrid,Barcelona,Barcelona,London,15,Nao,Porão,Entregue,Normal,Atrasado,2449
5585,Tóquio,London,Bangkok,Funchal;São Paulo;Lisboa,143,Sim,Porão,Perdida,Normal,Normal,1742
5586,Roma,Tóquio,Tóquio,,51,Nao,Porão,Entregue,Valiosa,Cancelado,2050
5587,Lisboa,São Paulo,Barcelona,Barcelona,23,Sim,Porão,Em trânsito,Normal,Atrasado,2694
5588,Barcelona,Roma,London,Funchal;São Paulo,183,Sim,Porão,Perdida,Normal,Atrasado,1709
5589,Rio de Janeiro,Roma,Roma,Tóquio,20,Nao,Porão,Entregue,Normal,Atrasado,3229
5590,Funchal,Dubai,Dubai,Paris;Rio de Janeiro;Los Angeles,70,Nao,Cabine,Entregue,Frágil,Atrasado,5373
5591,São Paulo,Barcelona,Paris,Paris,31,Sim,Porão,Em trânsito,Normal,Atrasado,2902
5592,Madrid,Funchal,Los Angeles,Los Angeles,20,Sim,Cabine,Em trânsito,Frágil,Normal,8715
5593,Tóquio,Lisboa,Bangkok,Dubai;Rio de Janeiro,135,Sim,Cabine,Perdida,Normal,Atrasado,5317
5594,Madrid,Funchal,Barcelona,Barcelona;Dubai,10,Sim,Cabine,Em trânsito,Normal,Atrasado,2745
5595,Nova Iorque,Roma,Roma,Porto,25,Nao,Porão,Entregue,Frágil,Cancelado,8545
5596,Barcelona,Porto,Lisboa,Madrid;São Paulo;Los Angeles,113,Sim,Porão,Perdida,Normal,Normal,3635
5597,Dubai,Barcelona,São Paulo,Funchal;Roma;Sydney,122,Sim,Porão,Perdida,Normal,Atrasado,8806
5598,Paris,Rio de Janeiro,Tóquio,Dubai;Bangkok;Tóquio,36,Sim,Porão,Em trânsito,Normal,Normal,9134
5599,Paris,Dubai,Roma,Funchal;Nova Iorque;Madrid,121,Sim,Porão,Perdida,Frágil,Atrasado,5244
5600,Porto,São Paulo,London,,195,Sim,Cabine,Perdida,Normal,Atrasado,4856
5601,Bangkok,Rio de Janeiro,Funchal,,198,Sim,Porão,Perdida,Normal,Normal,4348
5602,Paris,Bangkok,Dubai,Dubai,40,Nao,Cabine,Entregue,Frágil,Cancelado,6002
5603,Barcelona,Madrid,Los Angeles,Dubai;Porto,144,Sim,Porão,Perdida,Normal,Atrasado,2480
5604,Porto,Bangkok,Tóquio,São Paulo;Funchal,181,Sim,Cabine,Perdida,Frágil,Normal,6053
5605,Los Angeles,Porto,Porto,,20,Nao,Porão,Entregue,Frágil,Normal,1067
5606,Roma,Funchal,Lisboa,Barcelona;Tóquio,123,Sim,Porão,Perdida,Frágil,Normal,4553
5607,Roma,Madrid,London,,133,Sim,Cabine,Perdida,Normal,Atrasado,4642
5608,Roma,Barcelona,Barcelona,Dubai;Bangkok;Lisboa,10,Nao,Cabine,Entregue,Normal,Normal,7109
5609,São Paulo,Dubai,Madrid,Porto;Roma,107,Sim,Porão,Perdida,Normal,Normal,980
5610,Roma,Bangkok,Dubai,Dubai,43,Sim,Porão,Em trânsito,Normal,Normal,4751
5611,Tóquio,Bangkok,Paris,Paris,15,Sim,Porão,Em trânsito,Normal,Normal,6951
5612,Porto,Sydney,Sydney,,70,Nao,Porão,Entregue,Normal,Atrasado,6060
5613,Paris,Lisboa,Madrid,Madrid;Bangkok;London,14,Sim,Porão,Em trânsito,Normal,Normal,3382
5614,Barcelona,Paris,Los Angeles,,186,Sim,Porão,Perdida,Normal,Atrasado,8002
5615,Barcelona,Funchal,Madrid,Madrid;Nova Iorque,16,Sim,Cabine,Em trânsito,Normal,Normal,9653
5616,Barcelona,Madrid,Bangkok,Porto;Bangkok;Lisboa,12,Sim,Porão,Em trânsito,Valiosa,Normal,6981
5617,Los Angeles,Porto,Porto,Funchal;Nova Iorque,48,Nao,Cabine,Entregue,Normal,Normal,5715
5618,Madrid,London,Sydney,Rio de Janeiro,163,Sim,Porão,Perdida,Normal,Atrasado,5451
5619,London,Madrid,Madrid,Tóquio;Barcelona,14,Nao,Porão,Entregue,Normal,Normal,9570
5620,Paris,Madrid,Madrid,Bangkok;Los Angeles;Dubai,49,Nao,Cabine,Entregue,Frágil,Atrasado,4870
5621,São Paulo,Funchal,London,Madrid;London;Bangkok,67,Nao,Porão,Entregue,Normal,Cancelado,4983
5622,Nova Iorque,Lisboa,Barcelona,,188,Sim,Cabine,Perdida,Normal,Normal,9567
5623,London,Madrid,Madrid,,14,Nao,Porão,Entregue,Frágil,Atrasado,2644
5624,Nova Iorque,London,Funchal,Funchal;Los Angeles,27,Sim,Porão,Em trânsito,Frágil,Normal,2923
5625,Madrid,Tóquio,Lisboa,,102,Sim,Porão,Perdida,Normal,Atrasado,1293
5626,Funchal,Bangkok,Paris,Paris;São Paulo;London,37,Sim,Cabine,Em trânsito,Normal,Normal,9944
5627,Madrid,Lisboa,Lisboa,Porto;Sydney;Roma,48,Nao,Cabine,Entregue,Normal,Normal,1180
5628,Nova Iorque,São Paulo,Dubai,Lisboa;Tóquio,192,Sim,Cabine,Perdida,Normal,Normal,4461
5629,Bangkok,Lisboa,Funchal,Barcelona,197,Sim,Cabine,Perdida,Normal,Normal,3113
5630,London,Rio de Janeiro,Madrid,Madrid;Porto,25,Sim,Porão,Em trânsito,Normal,Atrasado,1511
5631,Bangkok,Sydney,São Paulo,São Paulo,39,Sim,Cabine,Em trânsito,Normal,Normal,7112
5632,Bangkok,Funchal,Nova Iorque,London;Nova Iorque;Los Angeles,22,Sim,Porão,Em trânsito,Normal,Atrasado,4212
5633,São Paulo,Rio de Janeiro,London,London;Lisboa;Sydney,12,Sim,Porão,Em trânsito,Frágil,Normal,3014
5634,Madrid,Lisboa,Lisboa,Funchal;Paris,51,Nao,Porão,Entregue,Frágil,Cancelado,5511
5635,Sydney,Rio de Janeiro,Madrid,Paris;Barcelona;Madrid,24,Sim,Porão,Em trânsito,Normal,Normal,951
5636,Paris,Los Angeles,Bangkok,London;Bangkok,36,Sim,Porão,Em trânsito,Normal,Atrasado,3014
5637,Paris,Madrid,Madrid,Nova Iorque;Roma,30,Nao,Porão,Entregue,Frágil,Cancelado,1185
5638,Nova Iorque,Roma,Roma,Paris;Dubai;Rio de Janeiro,18,Nao,Porão,Entregue,Normal,Normal,3102
5639,São Paulo,Rio de Janeiro,Rio de Janeiro,,63,Nao,Porão,Entregue,Normal,Normal,5261
5640,Barcelona,Nova Iorque,Lisboa,Madrid;Bangkok,186,Sim,Porão,Perdida,Normal,Normal,4802
5641,Barcelona,Los Angeles,Los Angeles,Funchal,72,Nao,Cabine,Entregue,Normal,Atrasado,1611
5642,Roma,London,São Paulo,Tóquio,162,Sim,Cabine,Perdida,Normal,Normal,6051
5643,Funchal,Roma,Roma,,51,Nao,Cabine,Entregue,Normal,Atrasado,6122
5644,Roma,Madrid,Madrid,,30,Nao,Cabine,Entregue,Normal,Cancelado,1673
5645,London,São Paulo,Bangkok,Dubai;Barcelona,135,Sim,Porão,Perdida,Normal,Atrasado,5100
5646,Nova Iorque,Rio de Janeiro,Rio de Janeiro,,69,Nao,Porão,Entregue,Frágil,Cancelado,3715
5647,Tóquio,Dubai,Bangkok,Bangkok,19,Sim,Porão,Em trânsito,Frágil,Normal,6357
5648,Funchal,Dubai,São Paulo,São Paulo;Paris,20,Nao,Porão,Entregue,Normal,Cancelado,1004
5649,London,Los Angeles,São Paulo,São Paulo,37,Nao,Porão,Entregue,Normal,Cancelado,7797
5650,Barcelona,Funchal,Porto,Tóquio;Paris;Los Angeles,138,Sim,Porão,Perdida,Normal,Normal,3965
5651,Nova Iorque,Funchal,Bangkok,Bangkok;São Paulo;Barcelona,16,Sim,Cabine,Em trânsito,Frágil,Normal,4861
5652,Bangkok,São Paulo,Dubai,Lisboa;Madrid,120,Sim,Porão,Perdida,Normal,Normal,8937
5653,Los Angeles,Porto,Porto,Barcelona;Rio de Janeiro,22,Nao,Cabine,Entregue,Normal,Normal,862
5654,Los Angeles,Madrid,São Paulo,São Paulo;Bangkok;Tóquio,36,Sim,Porão,Em trânsito,Normal,Normal,5944
5655,Porto,Paris,Roma,Tóquio;Roma,17,Sim,Porão,Em trânsito,Normal,Atrasado,1750
5656,Paris,Porto,Barcelona,Rio de Janeiro;Dubai,173,Sim,Porão,Perdida,Normal,Normal,8511
5657,Lisboa,Barcelona,Dubai,Nova Iorque;Tóquio,147,Sim,Porão,Perdida,Normal,Normal,9706
5658,Dubai,Los Angeles,Los Angeles,London,32,Nao,Cabine,Entregue,Frágil,Normal,7474
5659,London,Rio de Janeiro,Nova Iorque,Nova Iorque,19,Sim,Porão,Em trânsito,Frágil,Normal,4536
5660,Porto,Roma,Paris,Funchal;Rio de Janeiro;Sydney,119,Sim,Porão,Perdida,Normal,Atrasado,5979
5661,Los Angeles,Lisboa,Madrid,London,182,Sim,Porão,Perdida,Frágil,Atrasado,8965
5662,Barcelona,Dubai,Dubai,Funchal,47,Nao,Cabine,Entregue,Normal,Normal,9005
5663,Nova Iorque,Rio de Janeiro,Rio de Janeiro,,29,Nao,Porão,Entregue,Normal,Normal,4394
5664,London,Barcelona,Barcelona,Tóquio;Roma;Madrid,63,Nao,Porão,Entregue,Frágil,Cancelado,5644
5665,Tóquio,Nova Iorque,Nova Iorque,,28,Nao,Porão,Entregue,Normal,Cancelado,6465
5666,São Paulo,Madrid,Roma,Nova Iorque;Porto;Tóquio,107,Sim,Cabine,Perdida,Normal,Normal,9142
5667,Paris,Funchal,Barcelona,Dubai;Rio de Janeiro,172,Sim,Cabine,Perdida,Normal,Atrasado,7328
5668,São Paulo,Tóquio,Tóquio,Porto;Madrid,49,Nao,Porão,Entregue,Frágil,Normal,4412
5669,São Paulo,Tóquio,Tóquio,,36,Nao,Porão,Entregue,Frágil,Atrasado,3346
5670,Rio de Janeiro,São Paulo,Dubai,Porto,138,Sim,Porão,Perdida,Normal,Normal,4902
5671,London,Funchal,São Paulo,São Paulo,26,Sim,Porão,Em trânsito,Frágil,Normal,7676
5672,Rio de Janeiro,Dubai,Dubai,Roma;London;Los Angeles,42,Nao,Porão,Entregue,Normal,Atrasado,7470
5673,Lisboa,London,London,,20,Nao,Porão,Entregue,Normal,Atrasado,4102
5674,Porto,Rio de Janeiro,Lisboa,Lisboa;Paris,32,Nao,Porão,Entregue,Normal,Cancelado,4852
5675,Sydney,Lisboa,Madrid,Los Angeles;Madrid,20,Sim,Cabine,Em trânsito,Normal,Normal,5369
5676,Lisboa,London,Paris,Paris;Tóquio;Roma,34,Sim,Porão,Em trânsito,Normal,Atrasado,9634
5677,Porto,Sydney,Paris,Paris,38,Sim,Cabine,Em trânsito,Valiosa,Normal,9871
5678,Rio de Janeiro,London,Dubai,Roma;Los Angeles;Dubai,26,Sim,Porão,Em trânsito,Normal,Atrasado,372
5679,London,Los Angeles,Porto,Porto,22,Sim,Porão,Em trânsito,Frágil,Atrasado,6387
5680,Bangkok,São Paulo,Tóquio,Madrid;Porto;Tóquio,21,Sim,Porão,Em trânsito,Normal,Normal,9658
5681,Porto,Madrid,São Paulo,Dubai;Paris;São Paulo,56,Nao,Porão,Entregue,Frágil,Cancelado,387
5682,Los Angeles,Porto,Tóquio,Tóquio;Sydney;London,48,Nao,Porão,Entregue,Frágil,Cancelado,739
5683,Los Angeles,Roma,Madrid,São Paulo;Madrid;Paris,14,Sim,Cabine,Em trânsito,Frágil,Atrasado,5624
5684,Bangkok,London,Roma,Dubai;Paris;Lisboa,193,Sim,Porão,Perdida,Normal,Atrasado,6029
5685,Sydney,Los Angeles,Los Angeles,London,43,Nao,Porão,Entregue,Normal,Atrasado,1600
5686,Lisboa,Los Angeles,Los Angeles,,48,Nao,Porão,Entregue,Normal,Cancelado,4464
5687,Lisboa,Madrid,Madrid,Paris,40,Nao,Porão,Entregue,Frágil,Atrasado,5113
5688,Madrid,Funchal,Funchal,Roma;Los Angeles,21,Nao,Porão,Entregue,Frágil,Normal,9953
5689,Sydney,Funchal,Los Angeles,,100,Sim,Cabine,Perdida,Valiosa,Normal,5042
5690,Bangkok,Barcelona,Porto,Sydney;Porto,14,Sim,Cabine,Em trânsito,Normal,Atrasado,7357
5691,Dubai,Roma,Funchal,Tóquio;Madrid,120,Sim,Cabine,Perdida,Normal,Normal,6973
5692,Madrid,Rio de Janeiro,Lisboa,Lisboa,22,Sim,Cabine,Em trânsito,Frágil,Atrasado,4882
5693,Nova Iorque,Los Angeles,Los Angeles,,66,Nao,Porão,Entregue,Frágil,Cancelado,1770
5694,Tóquio,Porto,Rio de Janeiro,Lisboa;Madrid,153,Sim,Porão,Perdida,Normal,Atrasado,6792
5695,Los Angeles,Barcelona,Funchal,,186,Sim,Porão,Perdida,Normal,Normal,6430
5696,Paris,Lisboa,Lisboa,,15,Nao,Cabine,Entregue,Frágil,Atrasado,2584
5697,London,São Paulo,São Paulo,Funchal;Dubai;Bangkok,57,Nao,Porão,Entregue,Normal,Normal,6196
5698,Roma,Madrid,Porto,Sydney,113,Sim,Porão,Perdida,Normal,Atrasado,8147
5699,Dubai,Lisboa,Lisboa,Sydney,69,Nao,Porão,Entregue,Normal,Normal,1885
5700,Sydney,Tóquio,Nova Iorque,Barcelona,151,Sim,Porão,Perdida,Frágil,Atrasado,4465
5701,Sydney,Dubai,Paris,Paris;Madrid;São Paulo,61,Nao,Porão,Entregue,Normal,Cancelado,9206
5702,London,Porto,São Paulo,São Paulo,9,Sim,Porão,Em trânsito,Normal,Atrasado,2465
5703,Paris,Bangkok,Bangkok,,47,Nao,Porão,Entregue,Frágil,Normal,1504
5704,Bangkok,Rio de Janeiro,Dubai,Paris,193,Sim,Porão,Perdida,Normal,Atrasado,9382
5705,Barcelona,Paris,Paris,Roma;Sydney;Dubai,33,Nao,Cabine,Entregue,Normal,Normal,8140
5706,Nova Iorque,Lisboa,Barcelona,Barcelona;Rio de Janeiro,23,Sim,Porão,Em trânsito,Normal,Normal,1835
5707,Madrid,Roma,Barcelona,,110,Sim,Porão,Perdida,Frágil,Normal,7109
5708,Lisboa,Madrid,Nova Iorque,Nova Iorque,3,Sim,Cabine,Em trânsito,Normal,Atrasado,4248
5709,Rio de Janeiro,Funchal,Lisboa,Lisboa;Roma,45,Sim,Cabine,Em trânsito,Normal,Normal,3221
5710,São Paulo,Dubai,Dubai,Lisboa,40,Nao,Porão,Entregue,Normal,Atrasado,7096
5711,Sydney,Los Angeles,Los Angeles,,31,Nao,Cabine,Entregue,Normal,Cancelado,1775
5712,Los Angeles,Nova Iorque,Nova Iorque,,46,Nao,Cabine,Entregue,Frágil,Atrasado,5502
5713,Tóquio,Bangkok,Bangkok,Funchal;Porto,27,Nao,Cabine,Entregue,Frágil,Atrasado,2249
5714,Nova Iorque,Porto,Porto,Tóquio,54,Nao,Cabine,Entregue,Normal,Cancelado,5853
5715,Sydney,Lisboa,Madrid,Paris;Barcelona,110,Sim,Cabine,Perdida,Normal,Normal,8894
5716,Paris,Nova Iorque,Nova Iorque,,53,Nao,Porão,Entregue,Normal,Normal,2689
5717,Nova Iorque,Lisboa,Rio de Janeiro,Rio de Janeiro,42,Sim,Cabine,Em trânsito,Normal,Atrasado,5982
5718,Porto,Dubai,Rio de Janeiro,Barcelona;Rio de Janeiro;Madrid,22,Nao,Cabine,Entregue,Normal,Cancelado,2393
5719,Funchal,Roma,Porto,Barcelona;Porto;Sydney,30,Sim,Porão,Em trânsito,Normal,Normal,1292
5720,Dubai,Los Angeles,Los Angeles,São Paulo,28,Nao,Cabine,Entregue,Normal,Normal,2101
5721,Lisboa,Sydney,Nova Iorque,,141,Sim,Porão,Perdida,Normal,Normal,7854
5722,London,Funchal,Funchal,Rio de Janeiro;São Paulo;Paris,49,Nao,Porão,Entregue,Normal,Normal,4462
5723,Los Angeles,Funchal,Lisboa,Dubai,195,Sim,Cabine,Perdida,Frágil,Atrasado,5760
5724,Lisboa,Paris,São Paulo,Bangkok;Roma;Madrid,110,Sim,Porão,Perdida,Normal,Normal,4920
5725,Funchal,Paris,Paris,,66,Nao,Porão,Entregue,Normal,Atrasado,1594
5726,Porto,Sydney,Roma,Madrid,191,Sim,Porão,Perdida,Frágil,Normal,5858
5727,Funchal,Tóquio,Tóquio,Nova Iorque,62,Nao,Porão,Entregue,Normal,Atrasado,1424
5728,Rio de Janeiro,Los Angeles,Sydney,Paris;Funchal,162,Sim,Cabine,Perdida,Frágil,Atrasado,6142
5729,Paris,Los Angeles,Porto,Porto;Funchal,29,Sim,Cabine,Em trânsito,Normal,Atrasado,3636
5730,Los Angeles,Rio de Janeiro,São Paulo,Paris;Funchal,148,Sim,Porão,Perdida,Frágil,Normal,4454
5731,Funchal,Los Angeles,Bangkok,Roma,188,Sim,Porão,Perdida,Normal,Normal,9036
5732,Barcelona,Los Angeles,Tóquio,Madrid;London;Tóquio,26,Sim,Porão,Em trânsito,Frágil,Normal,4691
5733,Bangkok,Tóquio,Dubai,Madrid;São Paulo;London,150,Sim,Porão,Perdida,Frágil,Atrasado,878
5734,Roma,Los Angeles,Dubai,Lisboa;São Paulo,159,Sim,Porão,Perdida,Normal,Atrasado,9184
5735,Sydney,Madrid,Madrid,London;Roma;Paris,13,Nao,Cabine,Entregue,Normal,Atrasado,8443
5736,Rio de Janeiro,Tóquio,Madrid,Madrid,18,Sim,Cabine,Em trânsito,Frágil,Normal,6946
5737,Rio de Janeiro,Dubai,Sydney,Sydney;Barcelona,48,Nao,Porão,Entregue,Normal,Cancelado,4225
5738,Lisboa,Los Angeles,Tóquio,Dubai;Barcelona,133,Sim,Porão,Perdida,Frágil,Normal,6639
5739,Nova Iorque,Roma,Madrid,Lisboa;Madrid,7,Sim,Porão,Em trânsito,Normal,Normal,3794
5740,Nova Iorque,Bangkok,Lisboa,Lisboa;Tóquio,32,Sim,Porão,Em trânsito,Frágil,Normal,5663
5741,Porto,Barcelona,Barcelona,,18,Nao,Porão,Entregue,Normal,Cancelado,7258
5742,Madrid,Rio de Janeiro,Lisboa,Sydney;Paris,174,Sim,Porão,Perdida,Normal,Atrasado,9737
5743,Tóquio,Madrid,Lisboa,Nova Iorque;Barcelona;Lisboa,38,Sim,Porão,Em trânsito,Normal,Atrasado,7060
5744,Barcelona,Dubai,Nova Iorque,Rio de Janeiro;Porto;Funchal,154,Sim,Porão,Perdida,Normal,Atrasado,7323
5745,Madrid,Sydney,Sydney,,29,Nao,Porão,Entregue,Normal,Cancelado,2025
5746,Tóquio,Funchal,Barcelona,Barcelona;Madrid,28,Sim,Porão,Em trânsito,Normal,Atrasado,7724
5747,Roma,Bangkok,Bangkok,Sydney;Barcelona;Rio de Janeiro,15,Nao,Porão,Entregue,Valiosa,Atrasado,3405
5748,Tóquio,London,São Paulo,,106,Sim,Porão,Perdida,Valiosa,Normal,1560
5749,Barcelona,Nova Iorque,Tóquio,Madrid;Tóquio,25,Sim,Porão,Em trânsito,Normal,Atrasado,5548
5750,Lisboa,Los Angeles,London,,169,Sim,Porão,Perdida,Frágil,Normal,4140
5751,Rio de Janeiro,Bangkok,São Paulo,,139,Sim,Cabine,Perdida,Frágil,Atrasado,558
5752,São Paulo,Lisboa,Lisboa,Sydney,20,Nao,Cabine,Entregue,Normal,Atrasado,8491
5753,Barcelona,Rio de Janeiro,Rio de Janeiro,,53,Nao,Porão,Entregue,Frágil,Normal,9427
5754,Roma,Madrid,Bangkok,Bangkok;Lisboa;Barcelona,31,Sim,Porão,Em trânsito,Normal,Atrasado,8213
5755,Los Angeles,Dubai,Lisboa,Paris;Barcelona,187,Sim,Cabine,Perdida,Normal,Atrasado,2764
5756,Nova Iorque,Los Angeles,London,Madrid,153,Sim,Porão,Perdida,Valiosa,Normal,389
5757,Madrid,Bangkok,Sydney,,146,Sim,Porão,Perdida,Normal,Normal,8756
5758,Madrid,Dubai,London,London,25,Sim,Cabine,Em trânsito,Frágil,Atrasado,157
5759,Paris,Barcelona,London,Madrid;London,41,Sim,Cabine,Em trânsito,Normal,Normal,770
5760,Bangkok,Porto,Porto,Sydney;Roma;Funchal,48,Nao,Porão,Entregue,Normal,Atrasado,1139
5761,Dubai,Madrid,Roma,,121,Sim,Porão,Perdida,Frágil,Atrasado,5841
5762,São Paulo,Sydney,Sydney,Roma;Funchal,13,Nao,Cabine,Entregue,Frágil,Normal,330
5763,Rio de Janeiro,Lisboa,Lisboa,,15,Nao,Porão,Entregue,Normal,Normal,3828
5764,Tóquio,Dubai,Los Angeles,Los Angeles;Paris,40,Sim,Cabine,Em trânsito,Frágil,Normal,1877
5765,Los Angeles,Barcelona,Barcelona,,44,Nao,Porão,Entregue,Normal,Normal,5635
5766,Sydney,Madrid,São Paulo,Los Angeles;London,154,Sim,Porão,Perdida,Frágil,Atrasado,2731
5767,Sydney,Rio de Janeiro,Barcelona,Lisboa;Bangkok;Porto,175,Sim,Porão,Perdida,Frágil,Atrasado,8999
5768,Tóquio,Funchal,Funchal,,71,Nao,Porão,Entregue,Valiosa,Atrasado,4034
5769,Porto,Lisboa,Lisboa,Tóquio;Los Angeles;São Paulo,58,Nao,Porão,Entregue,Normal,Atrasado,7156
5770,Tóquio,Barcelona,Bangkok,Bangkok,17,Sim,Porão,Em trânsito,Frágil,Atrasado,172
5771,Dubai,Rio de Janeiro,Rio de Janeiro,Funchal;Barcelona;Roma,61,Nao,Porão,Entregue,Frágil,Atrasado,6786
5772,Nova Iorque,Tóquio,Tóquio,Porto;Funchal;Barcelona,16,Nao,Cabine,Entregue,Frágil,Cancelado,4311
5773,Funchal,Madrid,São Paulo,Roma,129,Sim,Cabine,Perdida,Normal,Normal,1216
5774,Paris,Madrid,Bangkok,Bangkok,27,Sim,Porão,Em trânsito,Normal,Normal,6646
5775,Paris,Dubai,Sydney,,146,Sim,Cabine,Perdida,Normal,Atrasado,7868
5776,Bangkok,Porto,Tóquio,Tóquio,31,Sim,Cabine,Em trânsito,Normal,Atrasado,5030
5777,Nova Iorque,Tóquio,Tóquio,,35,Nao,Cabine,Entregue,Normal,Cancelado,7318
5778,Porto,Madrid,Barcelona,Tóquio;Rio de Janeiro,120,Sim,Cabine,Perdida,Valiosa,Normal,4668
5779,Paris,Dubai,Sydney,Funchal;São Paulo,181,Sim,Porão,Perdida,Normal,Normal,5571
5780,Lisboa,Barcelona,Barcelona,,32,Nao,Porão,Entregue,Normal,Atrasado,3742
5781,Bangkok,Porto,Porto,Funchal,25,Nao,Porão,Entregue,Frágil,Cancelado,438
5782,Paris,Roma,Roma,Dubai,57,Nao,Cabine,Entregue,Valiosa,Atrasado,5092
5783,Los Angeles,Rio de Janeiro,Rio de Janeiro,Lisboa;London;Barcelona,29,Nao,Porão,Entregue,Normal,Atrasado,6179
5784,Tóquio,Dubai,Dubai,Funchal,12,Nao,Porão,Entregue,Normal,Normal,581
5785,Barcelona,Paris,Madrid,Madrid,62,Nao,Cabine,Entregue,Normal,Cancelado,9734
5786,Rio de Janeiro,Roma,London,London,64,Nao,Porão,Entregue,Normal,Cancelado,9834
5787,Barcelona,Rio de Janeiro,Paris,Dubai;Bangkok,184,Sim,Porão,Perdida,Normal,Normal,2263
5788,Tóquio,Porto,Porto,Lisboa;Sydney;Paris,65,Nao,Porão,Entregue,Normal,Cancelado,9496
5789,London,Sydney,Tóquio,Tóquio;Dubai,60,Nao,Cabine,Entregue,Normal,Cancelado,1379
5790,São Paulo,Madrid,Madrid,,25,Nao,Porão,Entregue,Normal,Atrasado,2199
5791,Barcelona,Lisboa,Lisboa,,42,Nao,Porão,Entregue,Normal,Atrasado,7817
5792,Roma,Bangkok,Paris,Sydney;Porto;Los Angeles,117,Sim,Cabine,Perdida,Normal,Normal,6910
5793,Bangkok,Funchal,Funchal,,39,Nao,Cabine,Entregue,Normal,Cancelado,8151
5794,Dubai,Sydney,Sydney,São Paulo,13,Nao,Porão,Entregue,Normal,Atrasado,463
5795,Nova Iorque,Madrid,Dubai,Dubai,35,Nao,Porão,Entregue,Valiosa,Cancelado,6024
5796,Funchal,Nova Iorque,Nova Iorque,Los Angeles,59,Nao,Cabine,Entregue,Normal,Atrasado,1257
5797,Roma,Tóquio,Los Angeles,Sydney,158,Sim,Cabine,Perdida,Normal,Normal,5923
5798,Barcelona,Roma,Sydney,Porto,137,Sim,Porão,Perdida,Normal,Atrasado,8265
5799,Dubai,Madrid,Madrid,Tóquio;Los Angeles;Nova Iorque,15,Nao,Porão,Entregue,Valiosa,Atrasado,3772
5800,Paris,Los Angeles,Los Angeles,,42,Nao,Cabine,Entregue,Frágil,Normal,8142
5801,Tóquio,São Paulo,São Paulo,,59,Nao,Porão,Entregue,Frágil,Normal,9166
5802,London,Nova Iorque,Sydney,Sydney;Rio de Janeiro;São Paulo,16,Sim,Cabine,Em trânsito,Normal,Atrasado,4096
5803,London,Los Angeles,Lisboa,Porto;Lisboa;Barcelona,10,Nao,Cabine,Entregue,Frágil,Cancelado,4973
5804,Los Angeles,Funchal,Bangkok,,101,Sim,Cabine,Perdida,Normal,Normal,287
5805,São Paulo,Lisboa,Tóquio,Tóquio;Madrid;Roma,16,Sim,Porão,Em trânsito,Valiosa,Normal,4975
