id,origem,destino,localizacao,escalas,tempo_desde_ultimo_scan,alertas_sistema,lugar_bagagem,estado,tipo_bagagem,status_voo,distancia_percorrida
5378,Bangkok,Madrid,Madrid,,24,Nao,Cabine,Entregue,Normal,Cancelado,2164
5379,Berlim,Rio de Janeiro,Berlim,Dubai;Moscovo,187,Sim,Porão,Perdida,Frágil,Normal,7364
5380,Lisboa,Nova Iorque,Nova Iorque,,29,Nao,Porão,Entregue,Frágil,Normal,4962
5381,Dubai,Moscovo,Moscovo,Roma,38,Nao,Porão,Entregue,Normal,Atrasado,6957
5382,Porto,Tóquio,Tóquio,Moscovo;Lisboa,36,Nao,Porão,Entregue,Normal,Atrasado,6834
5383,Lisboa,Paris,Paris,,67,Nao,Cabine,Entregue,Normal,Atrasado,1988
5384,Dubai,Hong Kong,Nova Iorque,Dubai,198,Sim,Porão,Perdida,Normal,Atrasado,4998
5385,Paris,Istambul,Istambul,Buenos Aires;Bangkok,16,Nao,Porão,Entregue,Normal,Atrasado,9820
5386,Auckland,Istambul,Istambul,,29,Nao,Cabine,Entregue,Frágil,Cancelado,9439
5387,Buenos Aires,Sydney,Sydney,Hong Kong;Cairo,152,Sim,Cabine,Perdida,Frágil,Normal,844
5388,Los Angeles,Istambul,Nova Iorque,Roma,160,Sim,Porão,Perdida,Normal,Normal,1141
5389,Cairo,Funchal,Funchal,Madrid;Nova Iorque;Moscovo,23,Nao,Cabine,Em trânsito,Normal,Normal,1473
5390,Porto,Rio de Janeiro,Rio de Janeiro,São Paulo,1,Nao,Cabine,Em trânsito,Normal,Normal,8586
5391,Porto,Hong Kong,Hong Kong,,34,Nao,Porão,Entregue,Normal,Normal,7618
5392,Hong Kong,Sydney,Roma,Moscovo;Tóquio,158,Sim,Porão,Perdida,Normal,Normal,6754
5393,Lisboa,Rio de Janeiro,Rio de Janeiro,Hong Kong,21,Nao,Porão,Entregue,Normal,Normal,1156
5394,Rio de Janeiro,Nova Iorque,Nova Iorque,Tóquio;Buenos Aires,15,Nao,Cabine,Entregue,Normal,Cancelado,4925
5395,Moscovo,Lisboa,Lisboa,Los Angeles;Rio de Janeiro,27,Nao,Cabine,Entregue,Frágil,Atrasado,6786
5396,Paris,Hong Kong,Hong Kong,Tóquio;Funchal,112,Sim,Cabine,Perdida,Normal,Atrasado,9047
5397,Madrid,Barcelona,Barcelona,,200,Sim,Cabine,Perdida,Normal,Normal,1489
5398,Rio de Janeiro,London,London,Lisboa;Rio de Janeiro,53,Nao,Cabine,Entregue,Frágil,Atrasado,2959
5399,London,Roma,Cairo,,198,Sim,Porão,Perdida,Normal,Normal,1868
5400,Los Angeles,São Paulo,Madrid,Madrid,26,Nao,Porão,Em trânsito,Normal,Normal,7525
5401,Barcelona,Buenos Aires,Paris,,136,Sim,Porão,Perdida,Normal,Atrasado,9675
5402,Tóquio,Berlim,Berlim,Lisboa;Hong Kong;Dubai,56,Nao,Porão,Entregue,Normal,Normal,8693
5403,Roma,Bangkok,Istambul,Porto;São Paulo,123,Sim,Porão,Perdida,Normal,Atrasado,8389
5404,Rio de Janeiro,São Paulo,London,,190,Sim,Porão,Perdida,Normal,Normal,5256
5405,Paris,Cairo,Cairo,,55,Nao,Cabine,Entregue,Normal,Cancelado,179
5406,Moscovo,Lisboa,Lisboa,Moscovo;Nova Iorque,42,Nao,Cabine,Em trânsito,Normal,Atrasado,3065
5407,Tóquio,Nova Iorque,Nova Iorque,Tóquio;Istambul;Roma,60,Nao,Porão,Entregue,Normal,Normal,9869
5408,Sydney,Berlim,Roma,Moscovo;Los Angeles;Hong Kong,109,Sim,Porão,Perdida,Normal,Normal,405
5409,Nova Iorque,London,Porto,Nova Iorque;Auckland,147,Sim,Porão,Perdida,Normal,Normal,4429
5410,Hong Kong,Roma,Roma,São Paulo;Tóquio,36,Nao,Porão,Entregue,Normal,Normal,3213
5411,Roma,Sydney,Sydney,,37,Nao,Porão,Entregue,Normal,Normal,5926
5412,Los Angeles,Auckland,London,London;Hong Kong;Los Angeles,11,Nao,Porão,Em trânsito,Normal,Normal,7970
5413,Porto,Funchal,Funchal,Bangkok;Los Angeles,64,Nao,Porão,Entregue,Frágil,Cancelado,8356
5414,Istambul,Cairo,Cairo,Bangkok;Sydney,27,Sim,Cabine,Em trânsito,Valiosa,Normal,4716
5415,Los Angeles,Hong Kong,Paris,Paris;Porto;Moscovo,30,Nao,Porão,Em trânsito,Normal,Atrasado,5437
5416,Funchal,Bangkok,Bangkok,Hong Kong,166,Sim,Cabine,Perdida,Normal,Normal,1570
5417,Paris,Dubai,Dubai,Paris;Hong Kong,142,Sim,Cabine,Perdida,Normal,Atrasado,6278
5418,Berlim,Hong Kong,Hong Kong,Lisboa,44,Nao,Porão,Entregue,Normal,Normal,4798
5419,Buenos Aires,London,London,Madrid;Berlim,34,Nao,Cabine,Entregue,Normal,Atrasado,1893
5420,Rio de Janeiro,Tóquio,Tóquio,Nova Iorque,53,Nao,Porão,Entregue,Frágil,Cancelado,8620
5421,Porto,Funchal,Funchal,Porto;Auckland;Paris,40,Nao,Cabine,Entregue,Frágil,Cancelado,6362
5422,Bangkok,Istambul,Istambul,,20,Nao,Porão,Entregue,Frágil,Cancelado,7295
5423,Istambul,Lisboa,Lisboa,Istambul,50,Nao,Porão,Entregue,Normal,Normal,469
5424,Auckland,Funchal,Funchal,Hong Kong;Nova Iorque,27,Nao,Cabine,Em trânsito,Normal,Normal,9242
5425,Bangkok,Paris,Madrid,Funchal;Dubai,115,Sim,Porão,Perdida,Normal,Normal,7857
5426,Bangkok,São Paulo,Sydney,Sydney,27,Sim,Porão,Em trânsito,Frágil,Atrasado,6620
5427,Istambul,Porto,Porto,Paris;Cairo;Berlim,114,Sim,Cabine,Perdida,Normal,Atrasado,4401
5428,Berlim,Moscovo,Moscovo,,19,Nao,Porão,Entregue,Normal,Normal,2576
5429,Hong Kong,Paris,Paris,Hong Kong;Porto;Moscovo,24,Sim,Cabine,Em trânsito,Frágil,Atrasado,6089
5430,Tóquio,Istambul,Dubai,Roma,163,Sim,Porão,Perdida,Normal,Normal,5973
5431,Bangkok,Istambul,Istambul,,64,Nao,Porão,Entregue,Normal,Atrasado,5882
5432,Nova Iorque,Madrid,Madrid,Funchal;Auckland,38,Nao,Porão,Entregue,Normal,Cancelado,5143
5433,Barcelona,Lisboa,Berlim,Los Angeles,185,Sim,Porão,Perdida,Normal,Atrasado,6111
5434,Auckland,London,London,Funchal,39,Nao,Cabine,Em trânsito,Normal,Atrasado,8668
5435,London,Sydney,Sydney,Los Angeles;Cairo,49,Nao,Cabine,Entregue,Normal,Cancelado,6360
5436,Buenos Aires,Nova Iorque,Nova Iorque,Buenos Aires,21,Nao,Cabine,Em trânsito,Normal,Atrasado,5296
5437,Dubai,Istambul,Auckland,Madrid;Auckland,17,Nao,Porão,Em trânsito,Normal,Normal,590
5438,Roma,Los Angeles,Sydney,Paris;Barcelona;Buenos Aires,128,Sim,Porão,Perdida,Frágil,Atrasado,2067
5439,Moscovo,London,Paris,Barcelona;Paris,26,Nao,Porão,Em trânsito,Normal,Atrasado,9093
5440,Sydney,Nova Iorque,Nova Iorque,Buenos Aires,45,Nao,Porão,Entregue,Frágil,Atrasado,8483
5441,Auckland,London,London,Lisboa;Hong Kong;Bangkok,54,Nao,Porão,Entregue,Normal,Cancelado,751
5442,Funchal,Auckland,Los Angeles,Buenos Aires;Lisboa,128,Sim,Porão,Perdida,Normal,Normal,6699
5443,Madrid,Roma,Roma,Dubai,124,Sim,Cabine,Perdida,Frágil,Atrasado,7129
5444,Nova Iorque,Barcelona,Barcelona,Paris;Sydney,150,Sim,Cabine,Perdida,Normal,Atrasado,5458
5445,Auckland,Moscovo,Moscovo,London;Bangkok,20,Sim,Cabine,Em trânsito,Valiosa,Atrasado,9913
5446,Hong Kong,Nova Iorque,Nova Iorque,Lisboa;Tóquio;Auckland,198,Sim,Cabine,Perdida,Normal,Atrasado,6295
5447,Bangkok,Hong Kong,Hong Kong,Los Angeles,119,Sim,Cabine,Perdida,Frágil,Normal,3366
5448,Berlim,Istambul,Istambul,Moscovo;Rio de Janeiro,48,Nao,Cabine,Em trânsito,Normal,Normal,3583
5449,Paris,Bangkok,Barcelona,,193,Sim,Porão,Perdida,Frágil,Normal,6462
5450,Barcelona,Moscovo,Moscovo,Istambul,43,Nao,Porão,Entregue,Normal,Normal,3851
5451,Funchal,Buenos Aires,Berlim,Berlim;Hong Kong;Roma,19,Sim,Porão,Em trânsito,Frágil,Normal,7422
5452,Sydney,Rio de Janeiro,Rio de Janeiro,Buenos Aires;Lisboa;Sydney,40,Nao,Cabine,Em trânsito,Normal,Atrasado,4112
5453,Porto,Bangkok,Bangkok,Barcelona;Madrid,148,Sim,Cabine,Perdida,Frágil,Atrasado,1942
5454,Paris,Tóquio,Tóquio,Porto;Buenos Aires,56,Nao,Porão,Entregue,Normal,Cancelado,549
5455,Rio de Janeiro,São Paulo,São Paulo,Los Angeles;Cairo;Lisboa,30,Sim,Cabine,Em trânsito,Frágil,Atrasado,1358
5456,Cairo,London,London,Dubai;São Paulo,28,Nao,Cabine,Entregue,Normal,Atrasado,7347
5457,Nova Iorque,Rio de Janeiro,Madrid,Hong Kong,155,Sim,Porão,Perdida,Normal,Atrasado,5827
5458,Moscovo,Buenos Aires,Sydney,,104,Sim,Porão,Perdida,Valiosa,Atrasado,7384
5459,Barcelona,Auckland,Auckland,Cairo;Bangkok,64,Nao,Cabine,Entregue,Normal,Cancelado,6841
5460,Bangkok,Buenos Aires,Buenos Aires,London;Auckland,71,Nao,Porão,Entregue,Normal,Normal,345
5461,Buenos Aires,São Paulo,Buenos Aires,Paris;Auckland;Porto,173,Sim,Porão,Perdida,Normal,Atrasado,862
5462,Dubai,Tóquio,Barcelona,Barcelona,22,Sim,Porão,Em trânsito,Frágil,Normal,9293
5463,Rio de Janeiro,Madrid,Madrid,Moscovo;Dubai,10,Nao,Porão,Entregue,Frágil,Normal,4683
5464,Cairo,Barcelona,Moscovo,Madrid,165,Sim,Porão,Perdida,Valiosa,Atrasado,429
5465,Nova Iorque,Auckland,Auckland,,47,Nao,Porão,Entregue,Frágil,Normal,5314
5466,Moscovo,Hong Kong,Los Angeles,Los Angeles,23,Nao,Porão,Em trânsito,Normal,Atrasado,3406
5467,Moscovo,Funchal,Funchal,London,26,Nao,Porão,Entregue,Frágil,Normal,2727
5468,Dubai,Auckland,Auckland,Tóquio,66,Nao,Porão,Entregue,Normal,Cancelado,6416
5469,Cairo,Roma,Roma,Paris,23,Nao,Cabine,Entregue,Normal,Atrasado,8082
5470,Paris,Hong Kong,Hong Kong,,34,Nao,Cabine,Entregue,Normal,Normal,2174
5471,São Paulo,Sydney,Madrid,Madrid,13,Nao,Porão,Em trânsito,Normal,Atrasado,8232
5472,Nova Iorque,São Paulo,Moscovo,London;Moscovo,26,Sim,Porão,Em trânsito,Frágil,Atrasado,706
5473,Bangkok,Nova Iorque,Nova Iorque,,10,Nao,Cabine,Entregue,Frágil,Cancelado,2487
5474,Dubai,Buenos Aires,Buenos Aires,,47,Nao,Porão,Entregue,Normal,Normal,7731
5475,Lisboa,Hong Kong,Hong Kong,,163,Sim,Cabine,Perdida,Frágil,Normal,4104
5476,Berlim,Bangkok,Porto,Sydney;Paris;Los Angeles,183,Sim,Porão,Perdida,Normal,Normal,9671
5477,Paris,Buenos Aires,Buenos Aires,Porto;Madrid;Berlim,28,Nao,Porão,Entregue,Normal,Atrasado,4332
5478,Los Angeles,Hong Kong,Hong Kong,Madrid;Barcelona;Funchal,133,Sim,Cabine,Perdida,Normal,Atrasado,7606
5479,Cairo,London,London,Los Angeles;Roma;São Paulo,26,Nao,Porão,Entregue,Normal,Atrasado,5168
5480,Bangkok,Lisboa,Lisboa,Los Angeles;Roma,57,Nao,Porão,Entregue,Normal,Atrasado,6759
5481,Porto,Lisboa,Lisboa,,147,Sim,Cabine,Perdida,Normal,Atrasado,2797
5482,Madrid,Cairo,Cairo,Bangkok;Funchal,39,Nao,Porão,Entregue,Normal,Cancelado,5325
5483,Los Angeles,Barcelona,Barcelona,,51,Nao,Porão,Entregue,Normal,Cancelado,9559
5484,Porto,Auckland,Auckland,,138,Sim,Cabine,Perdida,Normal,Normal,9769
5485,Cairo,Istambul,Istambul,,10,Nao,Porão,Entregue,Valiosa,Cancelado,2979
5486,Dubai,Roma,Madrid,Madrid,4,Nao,Porão,Em trânsito,Normal,Normal,5633
5487,Tóquio,London,London,Berlim;Dubai;Moscovo,43,Nao,Porão,Entregue,Normal,Atrasado,8894
5488,Madrid,Cairo,Cairo,Roma,24,Sim,Cabine,Em trânsito,Frágil,Normal,6405
5489,Madrid,Roma,Roma,,107,Sim,Cabine,Perdida,Normal,Atrasado,8131
5490,Madrid,Los Angeles,Los Angeles,Hong Kong,52,Nao,Cabine,Entregue,Frágil,Normal,7826
5491,Tóquio,São Paulo,São Paulo,Auckland;Hong Kong,65,Nao,Cabine,Entregue,Normal,Cancelado,6796
5492,Bangkok,Lisboa,Istambul,,115,Sim,Porão,Perdida,Normal,Atrasado,4582
5493,Buenos Aires,Madrid,Madrid,Rio de Janeiro;Porto;Lisboa,43,Nao,Porão,Entregue,Valiosa,Cancelado,4166
5494,Funchal,Barcelona,Buenos Aires,Berlim;Buenos Aires,34,Sim,Porão,Em trânsito,Frágil,Normal,8127
5495,São Paulo,Madrid,Madrid,,115,Sim,Cabine,Perdida,Normal,Atrasado,8125
5496,Berlim,Cairo,Cairo,London;Auckland,130,Sim,Cabine,Perdida,Normal,Atrasado,1641
5497,Cairo,Istambul,Istambul,Auckland,11,Nao,Porão,Entregue,Normal,Normal,8092
5498,Buenos Aires,Barcelona,Paris,Moscovo;Paris,5,Nao,Porão,Em trânsito,Normal,Normal,6210
5499,Hong Kong,Nova Iorque,Porto,Roma;Dubai;Buenos Aires,173,Sim,Porão,Perdida,Normal,Atrasado,5380
5500,Los Angeles,Auckland,Auckland,,66,Nao,Porão,Entregue,Normal,Normal,5120
5501,São Paulo,Auckland,Paris,Nova Iorque;Madrid,112,Sim,Porão,Perdida,Valiosa,Normal,9966
5502,Cairo,Berlim,Berlim,Buenos Aires;Tóquio;Madrid,29,Nao,Porão,Entregue,Normal,Cancelado,5821
5503,Porto,Sydney,Sydney,Auckland,61,Nao,Porão,Entregue,Normal,Cancelado,4119
5504,Dubai,Tóquio,Tóquio,Moscovo;Paris;Cairo,174,Sim,Cabine,Perdida,Normal,Atrasado,7606
5505,Auckland,Paris,Paris,Funchal;Porto;Los Angeles,41,Nao,Porão,Entregue,Normal,Normal,8570
5506,Rio de Janeiro,London,London,Roma,66,Nao,Porão,Entregue,Normal,Normal,7507
5507,London,Barcelona,Barcelona,Lisboa;Buenos Aires,69,Nao,Cabine,Entregue,Normal,Normal,5481
5508,Los Angeles,Hong Kong,Hong Kong,,32,Nao,Porão,Entregue,Frágil,Normal,9743
5509,Tóquio,Rio de Janeiro,Los Angeles,Moscovo;Los Angeles;Sydney,39,Sim,Porão,Em trânsito,Frágil,Atrasado,773
5510,Berlim,Sydney,Dubai,,102,Sim,Porão,Perdida,Frágil,Atrasado,4174
5511,Lisboa,Madrid,Madrid,Los Angeles,30,Nao,Cabine,Em trânsito,Normal,Atrasado,3893
5512,Nova Iorque,Hong Kong,Hong Kong,Istambul,31,Nao,Porão,Entregue,Valiosa,Atrasado,7134
5513,Porto,Tóquio,Tóquio,Rio de Janeiro;Barcelona,16,Nao,Porão,Entregue,Frágil,Normal,2115
5514,São Paulo,Cairo,Tóquio,Nova Iorque;Istambul,194,Sim,Porão,Perdida,Valiosa,Atrasado,540
5515,Lisboa,São Paulo,Porto,Porto,23,Nao,Porão,Em trânsito,Normal,Atrasado,5317
5516,Funchal,Hong Kong,Barcelona,Rio de Janeiro,168,Sim,Porão,Perdida,Valiosa,Atrasado,8419
5517,Moscovo,Porto,Porto,Los Angeles;Lisboa;Funchal,54,Nao,Porão,Entregue,Frágil,Cancelado,3444
5518,Dubai,Madrid,Madrid,Berlim,6,Nao,Cabine,Em trânsito,Normal,Atrasado,3437
5519,Paris,Funchal,Funchal,Porto;London;Cairo,46,Nao,Cabine,Entregue,Normal,Cancelado,7729
5520,Hong Kong,Buenos Aires,Buenos Aires,,113,Sim,Cabine,Perdida,Normal,Normal,7512
5521,Los Angeles,Paris,Paris,,175,Sim,Cabine,Perdida,Normal,Atrasado,1217
5522,Los Angeles,Porto,Porto,Istambul,47,Nao,Porão,Entregue,Frágil,Cancelado,3883
5523,Nova Iorque,Cairo,Cairo,Barcelona;Buenos Aires;Nova Iorque,190,Sim,Cabine,Perdida,Normal,Atrasado,8417
5524,Roma,Los Angeles,Los Angeles,Tóquio;São Paulo;Moscovo,21,Nao,Cabine,Em trânsito,Normal,Normal,4007
5525,Porto,Funchal,Buenos Aires,Buenos Aires,25,Nao,Porão,Em trânsito,Normal,Atrasado,9756
5526,São Paulo,Madrid,Madrid,Los Angeles;Paris,48,Nao,Porão,Entregue,Valiosa,Cancelado,5981
5527,Tóquio,London,London,Istambul,53,Nao,Cabine,Entregue,Normal,Normal,3108
5528,Hong Kong,São Paulo,Dubai,,174,Sim,Porão,Perdida,Normal,Normal,4819
5529,Cairo,Auckland,Auckland,Lisboa;Nova Iorque;Buenos Aires,9,Nao,Cabine,Em trânsito,Normal,Atrasado,5402
5530,Rio de Janeiro,London,London,,54,Nao,Porão,Entregue,Frágil,Atrasado,7045
5531,Hong Kong,Istambul,Istambul,Buenos Aires,40,Nao,Cabine,Entregue,Normal,Cancelado,7453
5532,Barcelona,Porto,Porto,Tóquio;Buenos Aires,30,Nao,Cabine,Em trânsito,Normal,Atrasado,1196
5533,Sydney,Nova Iorque,Nova Iorque,Tóquio,13,Sim,Cabine,Em trânsito,Frágil,Atrasado,5471
5534,London,Moscovo,Lisboa,Tóquio;São Paulo,183,Sim,Porão,Perdida,Normal,Atrasado,2617
5535,Auckland,Dubai,Dubai,São Paulo,54,Nao,Cabine,Entregue,Frágil,Cancelado,387
5536,Lisboa,Tóquio,Tóquio,Buenos Aires;Paris,139,Sim,Cabine,Perdida,Frágil,Atrasado,6745
5537,Tóquio,Paris,Paris,Auckland;Moscovo;Hong Kong,186,Sim,Cabine,Perdida,Valiosa,Atrasado,7042
5538,Cairo,Rio de Janeiro,Paris,Dubai;Madrid;Sydney,117,Sim,Porão,Perdida,Normal,Normal,9748
5539,Nova Iorque,Paris,Paris,London,43,Nao,Cabine,Entregue,Frágil,Atrasado,1825
5540,Berlim,Auckland,Auckland,London;Moscovo;Lisboa,30,Nao,Porão,Entregue,Normal,Cancelado,6265
5541,Cairo,Berlim,Bangkok,Buenos Aires,160,Sim,Porão,Perdida,Frágil,Atrasado,5418
5542,Moscovo,Istambul,Istambul,Auckland;Berlim,24,Nao,Cabine,Em trânsito,Normal,Atrasado,1218
5543,Tóquio,Sydney,Lisboa,Buenos Aires;Lisboa,36,Sim,Porão,Em trânsito,Frágil,Atrasado,3226
5544,Hong Kong,Buenos Aires,Buenos Aires,São Paulo;Porto;Roma,13,Nao,Cabine,Entregue,Frágil,Atrasado,3350
5545,Berlim,Istambul,Istambul,,18,Nao,Porão,Entregue,Normal,Normal,2113
5546,Rio de Janeiro,Cairo,Cairo,Roma,114,Sim,Cabine,Perdida,Normal,Normal,9467
5547,Los Angeles,Nova Iorque,Nova Iorque,Istambul,24,Nao,Cabine,Em trânsito,Normal,Normal,5117
5548,Berlim,Buenos Aires,Buenos Aires,Nova Iorque;Berlim;Roma,15,Nao,Cabine,Entregue,Frágil,Cancelado,2369
5549,Berlim,Hong Kong,Hong Kong,Paris;Sydney;Berlim,139,Sim,Cabine,Perdida,Normal,Normal,5028
5550,São Paulo,London,London,,195,Sim,Cabine,Perdida,Normal,Normal,5037
5551,Hong Kong,Buenos Aires,Barcelona,Madrid;Berlim,159,Sim,Porão,Perdida,Normal,Atrasado,1328
5552,Porto,Barcelona,Barcelona,,53,Nao,Porão,Entregue,Normal,Atrasado,6519
5553,Madrid,Lisboa,Lisboa,Madrid,45,Nao,Cabine,Em trânsito,Normal,Atrasado,3981
5554,Barcelona,Funchal,Hong Kong,Auckland;Nova Iorque;Madrid,121,Sim,Porão,Perdida,Normal,Normal,4386
5555,Los Angeles,Moscovo,Moscovo,Cairo,59,Nao,Porão,Entregue,Frágil,Atrasado,6004
5556,Los Angeles,Tóquio,Tóquio,,17,Nao,Porão,Entregue,Normal,Atrasado,4634
5557,Berlim,Lisboa,Lisboa,São Paulo;Funchal;Sydney,153,Sim,Cabine,Perdida,Frágil,Normal,4020
5558,Barcelona,Los Angeles,Los Angeles,Paris;Cairo;São Paulo,155,Sim,Cabine,Perdida,Valiosa,Normal,3950
5559,Tóquio,Porto,Porto,Los Angeles;Roma;Funchal,52,Nao,Porão,Entregue,Frágil,Atrasado,3897
5560,Funchal,London,Lisboa,Dubai;Barcelona,110,Sim,Porão,Perdida,Normal,Normal,652
5561,Roma,Nova Iorque,Nova Iorque,Berlim,48,Nao,Porão,Entregue,Normal,Atrasado,9193
5562,Cairo,Paris,Sydney,Nova Iorque;Istambul,188,Sim,Porão,Perdida,Valiosa,Normal,6655
5563,Nova Iorque,Moscovo,Barcelona,,134,Sim,Porão,Perdida,Normal,Normal,892
5564,Sydney,Roma,Roma,,10,Nao,Cabine,Entregue,Normal,Cancelado,1896
5565,Hong Kong,Madrid,Madrid,London;Lisboa,16,Nao,Porão,Entregue,Normal,Normal,1418
5566,Funchal,Los Angeles,Barcelona,Paris;Bangkok,195,Sim,Porão,Perdida,Normal,Atrasado,9187
5567,Madrid,Berlim,Dubai,Cairo,120,Sim,Porão,Perdida,Frágil,Atrasado,8082
5568,Auckland,Hong Kong,Hong Kong,Roma;Funchal;Cairo,63,Nao,Cabine,Entregue,Normal,Atrasado,7266
5569,Roma,Tóquio,London,Cairo;London,12,Nao,Porão,Em trânsito,Normal,Atrasado,6344
5570,Paris,Rio de Janeiro,Cairo,Moscovo;Cairo,33,Nao,Porão,Em trânsito,Normal,Atrasado,727
5571,Dubai,Auckland,Nova Iorque,Nova Iorque,7,Sim,Porão,Em trânsito,Frágil,Normal,6738
5572,Buenos Aires,Nova Iorque,Barcelona,Auckland,126,Sim,Porão,Perdida,Frágil,Normal,1645
5573,Los Angeles,Moscovo,Funchal,Funchal,35,Nao,Porão,Em trânsito,Normal,Normal,8908
5574,Funchal,Rio de Janeiro,Rio de Janeiro,,18,Nao,Porão,Entregue,Normal,Atrasado,5885
5575,Buenos Aires,Dubai,Paris,Bangkok;Cairo;Paris,16,Nao,Porão,Em trânsito,Normal,Normal,5913
5576,Paris,Bangkok,Bangkok,Moscovo,72,Nao,Porão,Entregue,Normal,Atrasado,6771
5577,Lisboa,Dubai,Dubai,Barcelona,12,Nao,Porão,Entregue,Normal,Cancelado,3426
5578,Hong Kong,Madrid,Madrid,Istambul;Paris;Funchal,34,Nao,Cabine,Entregue,Normal,Cancelado,7530
5579,Cairo,London,Lisboa,Istambul;Funchal,134,Sim,Porão,Perdida,Normal,Atrasado,3358
5580,Hong Kong,Dubai,Dubai,Sydney;Bangkok,8,Nao,Cabine,Em trânsito,Normal,Normal,2081
5581,Istambul,Hong Kong,Funchal,Los Angeles,152,Sim,Porão,Perdida,Frágil,Normal,2429
5582,Cairo,Dubai,Dubai,London;Buenos Aires,146,Sim,Cabine,Perdida,Normal,Normal,9458
5583,Berlim,Istambul,Bangkok,Los Angeles,145,Sim,Porão,Perdida,Frágil,Normal,7768
5584,Sydney,Nova Iorque,Nova Iorque,Rio de Janeiro;Auckland,42,Nao,Cabine,Entregue,Normal,Cancelado,7140
5585,Nova Iorque,Dubai,Dubai,Moscovo;São Paulo;Lisboa,15,Nao,Cabine,Em trânsito,Normal,Normal,845
5586,London,Los Angeles,Barcelona,Istambul,198,Sim,Porão,Perdida,Frágil,Normal,8705
5587,Porto,Paris,Paris,Barcelona;Lisboa;Dubai,63,Nao,Porão,Entregue,Normal,Normal,927
5588,Porto,Tóquio,Madrid,Rio de Janeiro;London;Madrid,5,Sim,Porão,Em trânsito,Frágil,Atrasado,2007
5589,Porto,São Paulo,São Paulo,,168,Sim,Cabine,Perdida,Frágil,Atrasado,2455
5590,Buenos Aires,Hong Kong,Hong Kong,Funchal;Auckland,49,Nao,Porão,Entregue,Normal,Atrasado,5821
5591,Madrid,London,Istambul,,192,Sim,Porão,Perdida,Normal,Normal,8919
5592,São Paulo,Cairo,Sydney,Sydney,36,Nao,Porão,Em trânsito,Normal,Normal,2922
5593,Paris,London,Istambul,,151,Sim,Porão,Perdida,Normal,Atrasado,3480
5594,Bangkok,Paris,Paris,,43,Nao,Cabine,Entregue,Valiosa,Atrasado,9580
5595,Bangkok,London,Porto,Hong Kong;Rio de Janeiro;Berlim,178,Sim,Porão,Perdida,Frágil,Atrasado,4590
5596,Rio de Janeiro,Roma,Roma,,66,Nao,Porão,Entregue,Normal,Cancelado,1045
5597,Istambul,Funchal,Barcelona,Moscovo;Nova Iorque,136,Sim,Porão,Perdida,Valiosa,Atrasado,1726
5598,Istambul,Roma,Roma,Moscovo;Madrid,71,Nao,Cabine,Entregue,Frágil,Atrasado,1008
5599,Rio de Janeiro,Moscovo,Moscovo,,16,Nao,Cabine,Entregue,Normal,Atrasado,5851
5600,Bangkok,London,London,,34,Nao,Porão,Entregue,Normal,Atrasado,7802
5601,Madrid,Tóquio,Tóquio,London,172,Sim,Cabine,Perdida,Normal,Normal,173
5602,Tóquio,Roma,Roma,Dubai;São Paulo,154,Sim,Cabine,Perdida,Normal,Atrasado,391
5603,Bangkok,Tóquio,Bangkok,Los Angeles,123,Sim,Porão,Perdida,Normal,Normal,9074
5604,Rio de Janeiro,Auckland,Auckland,Lisboa;Los Angeles,182,Sim,Cabine,Perdida,Normal,Normal,8989
5605,Berlim,Paris,Paris,Lisboa,58,Nao,Cabine,Entregue,Normal,Cancelado,1045
5606,Barcelona,London,London,Porto;Berlim;Roma,44,Nao,Porão,Entregue,Normal,Cancelado,9128
5607,Bangkok,Dubai,Sydney,Hong Kong;Sydney,23,Nao,Porão,Em trânsito,Normal,Normal,6869
5608,Sydney,Bangkok,Bangkok,Paris;Los Angeles,58,Nao,Porão,Entregue,Frágil,Atrasado,241
5609,Bangkok,Madrid,Madrid,Funchal;Dubai;Rio de Janeiro,170,Sim,Cabine,Perdida,Normal,Normal,2137
5610,Rio de Janeiro,Roma,Barcelona,Barcelona;Istambul,16,Sim,Porão,Em trânsito,Frágil,Atrasado,6714
5611,London,Barcelona,Barcelona,,72,Nao,Porão,Entregue,Normal,Normal,8423
5612,Berlim,Bangkok,Bangkok,Nova Iorque;Auckland;Istambul,64,Nao,Porão,Entregue,Normal,Normal,2201
5613,Paris,Auckland,Auckland,Berlim,18,Nao,Porão,Entregue,Frágil,Normal,6627
5614,Roma,Auckland,Barcelona,Porto;Barcelona,22,Sim,Porão,Em trânsito,Valiosa,Atrasado,3889
5615,Sydney,Moscovo,Moscovo,Berlim,65,Nao,Porão,Entregue,Normal,Normal,7720
5616,Sydney,Dubai,Dubai,,59,Nao,Porão,Entregue,Frágil,Normal,8464
5617,Rio de Janeiro,Berlim,Berlim,Tóquio;Barcelona;Istambul,38,Nao,Cabine,Entregue,Normal,Normal,5772
5618,Lisboa,Paris,Paris,,24,Nao,Porão,Entregue,Valiosa,Cancelado,708
5619,Porto,Auckland,Istambul,Nova Iorque;Los Angeles;Tóquio,152,Sim,Porão,Perdida,Normal,Atrasado,6154
5620,Buenos Aires,Roma,Roma,,16,Nao,Porão,Entregue,Frágil,Normal,5446
5621,Bangkok,Paris,Paris,London;Rio de Janeiro;Dubai,46,Nao,Porão,Entregue,Normal,Normal,8571
